symptoms,department
"pus near gum, pain while chewing, jaw pain, tooth sensitivity",Dentist
"loss of voice, ear discharge, nose bleeding",ENT
"runny nose, fatigue",General Physician
"swollen eyelid, eye strain headache",Ophthalmologist
"pain while chewing, wisdom tooth pain, bleeding while brushing",Dentist
"swollen eyelid, eye pain, red eye",Ophthalmologist
"indigestion, loss of appetite, nausea",Gastroenterologist
"seizure, tingling, fainting, migraine",Neurologist
"runny nose, flu",General Physician
"ringing in ear, sore throat",ENT
"vaginal infection, irregular periods, pelvic pain",Gynecologist
"fever, loss of appetite",General Physician
"runny nose, ringing in ear, loss of voice",ENT
"urine leakage, testicular swelling, painful urination with fever, burning urination",Urologist
"eye strain headache, watering eyes, double vision",Ophthalmologist
"fracture, lower back pain radiating, difficulty walking, sprain",Orthopedic
"blocked nose, vaccination query, child stomach pain",Pediatrician
"blood in stool, diarrhea, bloating",Gastroenterologist
"eczema, dry skin",Dermatologist
"gas, constipation, loss of appetite",Gastroenterologist
"lower abdominal pain, breast tenderness, white discharge",Gynecologist
"blood in urine, groin pain, urine infection, kidney stone pain",Urologist
"ear pain, blocked nose, loss of voice",ENT
"ringing in ear, hearing loss",ENT
"confusion, neck pain radiating, tingling",Neurologist
"back pain near kidneys, testicular swelling, kidney stone pain",Urologist
"swollen gums, broken tooth",Dentist
"hopelessness, depressed mood, addiction",Psychiatrist
"dizziness, tremor, tingling",Neurologist
"swelling, hip pain, muscle strain, neck stiffness",Orthopedic
"period cramps, vaginal infection",Gynecologist
"headache, low grade fever",General Physician
"bleeding gums, broken tooth, bad breath",Dentist
"severe headache, balance problem",Neurologist
"neck pain radiating, fainting, seizure",Neurologist
"dizziness, tremor, memory loss",Neurologist
"lower abdominal pain, missed period, pregnancy nausea",Gynecologist
"missed period, period cramps, lower abdominal pain",Gynecologist
"back pain near kidneys, groin pain, painful urination with fever",Urologist
"mouth ulcer, pain while chewing, bleeding while brushing",Dentist
"pain while chewing, bleeding while brushing, toothache",Dentist
"cold, dizziness",General Physician
"itching, skin allergy, dandruff",Dermatologist
"blocked nose, vertigo, tonsillitis, runny nose",ENT
"psoriasis, itching, hair fall",Dermatologist
"boils, redness",Dermatologist
"high blood pressure, leg swelling, fatigue with breathlessness",Cardiologist
"unexplained weight loss, persistent fatigue, unusual bleeding",Oncologist
"balance problem, severe headache",Neurologist
"mild fever, headache, runny nose, weakness",General Physician
"urinary urgency, blood in urine, frequent urination, lower abdominal pain urination",Urologist
"child fever, diarrhea, rash with fever",Pediatrician
"food poisoning, blood in stool, acidity",Gastroenterologist
"ringing in ear, sore throat, nose bleeding",ENT
"hip pain, wrist injury",Orthopedic
"period cramps, vaginal infection, pcos symptoms, pelvic pain",Gynecologist
"loss of appetite, weakness, chills",General Physician
"headache, fatigue, runny nose, body ache",General Physician
"sprain, bone pain, difficulty walking",Orthopedic
"vomiting, abdominal pain, blood in stool",Gastroenterologist
"insomnia, difficulty concentrating, hallucinations",Psychiatrist
"fatigue, dizziness, cough, low grade fever",General Physician
"dry skin, dandruff, boils, acne",Dermatologist
"cavity pain, bleeding gums, mouth ulcer",Dentist
"weakness, runny nose",General Physician
"fungal infection, itching, hair fall, ringworm",Dermatologist
"numbness, migraine, one sided weakness, fainting",Neurologist
"baby constipation, ear pain, newborn feeding issue, child cough",Pediatrician
"one sided weakness, blurred vision with headache, speech difficulty, migraine",Neurologist
"eye discharge, double vision",Ophthalmologist
"pressure in chest, rapid heartbeat, sweating, fatigue with breathlessness",Cardiologist
"blocked nose, vertigo",ENT
"non healing ulcer, persistent cough",Oncologist
"child fever, vaccination query",Pediatrician
"swollen neck glands, runny nose",ENT
"white discharge, period cramps, pelvic pain",Gynecologist
"swollen lymph nodes, abdominal swelling",Oncologist
"swollen neck glands, vertigo",ENT
"nose bleeding, swollen neck glands, sore throat",ENT
"dizziness, irregular heartbeat, fainting",Cardiologist
"baby constipation, rash with fever, child fever",Pediatrician
"pelvic pain, breast tenderness, pregnancy nausea",Gynecologist
"lower abdominal pain, irregular periods, pcos symptoms",Gynecologist
"bleeding while brushing, broken tooth, tooth pain with headache, cavity pain",Dentist
"night vision problem, sensitivity to light, double vision, difficulty seeing far",Ophthalmologist
"high blood pressure, fainting, leg swelling",Cardiologist
"sweating, breathlessness at night, high blood pressure, chest pain",Cardiologist
"fast breathing, child cough",Pediatrician
"eczema, fungal infection, ringworm",Dermatologist
"pressure in chest, dizziness",Cardiologist
"child wheezing, blocked nose, vaccination query",Pediatrician
"loss of voice, ringing in ear, sore throat, ear pain",ENT
"blood in cough, night sweats, persistent fatigue, persistent hoarseness",Oncologist
"frequent urination, groin pain",Urologist
"non healing ulcer, breast lump",Oncologist
"anxiety, difficulty concentrating",Psychiatrist
"jaundice, stomach cramps",Gastroenterologist
"anger issues, panic attacks, suicidal thoughts",Psychiatrist
"severe headache, one sided weakness, confusion",Neurologist
"knee pain, swelling, arthritis, neck stiffness",Orthopedic
"blocked nose, rash with fever, child cough",Pediatrician
"eye strain headache, sensitivity to light, red eye",Ophthalmologist
"insomnia, suicidal thoughts",Psychiatrist
"flu, loss of appetite",General Physician
"one sided weakness, dizziness, numbness, tremor",Neurologist
"throat infection, sore throat, vertigo, swollen neck glands",ENT
"hives, hair fall, dry skin",Dermatologist
"newborn feeding issue, child cough, baby vomiting",Pediatrician
"ringing in ear, sore throat",ENT
"back pain, difficulty walking, bone pain, joint pain",Orthopedic
"painful periods, pcos symptoms, pelvic pain",Gynecologist
"fainting, irregular heartbeat, leg swelling",Cardiologist
"difficulty swallowing, unexplained weight loss",Oncologist
"chills, loss of appetite, weakness",General Physician
"baby vomiting, dehydration",Pediatrician
"swollen eyelid, double vision, blurred vision",Ophthalmologist
"pregnancy nausea, heavy bleeding, painful periods",Gynecologist
"vaginal infection, spotting, breast tenderness",Gynecologist
"difficulty concentrating, insomnia, anger issues",Psychiatrist
"balance problem, dizziness, tingling",Neurologist
"testicular swelling, painful urination with fever, frequent urination",Urologist
"groin pain, testicular swelling",Urologist
"pelvic pain, period cramps, white discharge",Gynecologist
"itching, pelvic pain, spotting",Gynecologist
"one sided weakness, migraine, fainting",Neurologist
"tonsillitis, loss of voice, sore throat",ENT
"ringing in ear, ear pain, throat infection, sinus pain",ENT
"dizziness, tingling",Neurologist
"newborn feeding issue, fast breathing, ear pain, rash with fever",Pediatrician
"loss of appetite, difficulty swallowing, blood in stool, persistent cough",Oncologist
"sudden vision loss, sensitivity to light, eye discharge, foreign body sensation",Ophthalmologist
"chills, mild fever",General Physician
"testicular swelling, burning urination, blood in urine, urine leakage",Urologist
"sudden vision loss, foreign body sensation",Ophthalmologist
"blurred vision with headache, tingling, fainting",Neurologist
"vaginal infection, spotting, period cramps, pcos symptoms",Gynecologist
"dizziness, sweating, chest tightness, breathlessness at night",Cardiologist
"mild fever, sore throat, body ache, chills",General Physician
"back pain, joint pain, arthritis",Orthopedic
"urine infection, night urination, testicular swelling",Urologist
"blood in cough, unexplained weight loss, unusual bleeding",Oncologist
"gum swelling, swollen gums, bad breath",Dentist
"foreign body sensation, eye discharge, eye pain, double vision",Ophthalmologist
"body ache, flu, runny nose, low grade fever",General Physician
"baby constipation, dehydration, rash with fever, fast breathing",Pediatrician
"swollen lymph nodes, blood in cough, unexplained weight loss",Oncologist
"difficulty starting urination, back pain near kidneys",Urologist
"broken tooth, bleeding while brushing, cavity pain",Dentist
"allergic rhinitis, ringing in ear, ear discharge, swollen neck glands",ENT
"left arm pain, leg swelling, pressure in chest",Cardiologist
"swelling, fracture, back pain",Orthopedic
"food poisoning, jaundice, loss of appetite, acidity",Gastroenterologist
"itching, vaginal infection, painful periods, pelvic pain",Gynecologist
"high blood pressure, left arm pain, palpitations",Cardiologist
"child wheezing, baby constipation, child fever, blocked nose",Pediatrician
"tremor, tingling, fainting",Neurologist
"hives, eczema",Dermatologist
"mouth ulcer, pus near gum, wisdom tooth pain",Dentist
"white discharge, itching",Gynecologist
"chest pain, breathlessness at night, dizziness",Cardiologist
"persistent bone pain, persistent fatigue, loss of appetite, persistent cough",Oncologist
"swollen lymph nodes, abdominal swelling, blood in stool",Oncologist
"newborn feeding issue, ear pain, diarrhea",Pediatrician
"headache, low grade fever, cough, dizziness",General Physician
"burning urination, urinary urgency, groin pain",Urologist
"heavy bleeding, pregnancy nausea",Gynecologist
"trauma flashbacks, suicidal thoughts",Psychiatrist
"stress, addiction, hallucinations",Psychiatrist
"social anxiety, mood swings, insomnia, addiction",Psychiatrist
"loss of appetite, abdominal pain, constipation, nausea",Gastroenterologist
"watering eyes, sudden vision loss",Ophthalmologist
"eye discharge, eye pain",Ophthalmologist
"ear discharge, vertigo, blocked nose",ENT
"eye discharge, red eye, double vision",Ophthalmologist
"cold, loss of appetite, chills",General Physician
"sweating, chest tightness",Cardiologist
"eczema, dandruff, pigmentation, ringworm",Dermatologist
"numbness, severe headache, migraine",Neurologist
"redness, psoriasis, skin rash, pigmentation",Dermatologist
"itching, eczema, hair fall",Dermatologist
"unusual bleeding, persistent fatigue, night sweats",Oncologist
"mild fever, flu",General Physician
"kidney stone pain, urine infection, frequent urination",Urologist
"one sided weakness, severe headache, speech difficulty, fainting",Neurologist
"loss of appetite, cold, weakness",General Physician
"hopelessness, depressed mood, mood swings",Psychiatrist
"fainting, tingling, seizure, dizziness",Neurologist
"itchy eyes, night vision problem",Ophthalmologist
"burning urination, blood in urine",Urologist
"ear pain, child sore throat, child stomach pain, dehydration",Pediatrician
"cold, fatigue",General Physician
"blocked nose, loss of voice, hearing loss",ENT
"rash with fever, child stomach pain",Pediatrician
"arthritis, joint pain, swelling, lower back pain radiating",Orthopedic
"shortness of breath, sweating, chest tightness",Cardiologist
"arthritis, lower back pain radiating, bone pain",Orthopedic
"dandruff, pigmentation, hair fall",Dermatologist
"difficulty concentrating, anxiety",Psychiatrist
"irregular heartbeat, fatigue with breathlessness",Cardiologist
"allergic rhinitis, ear discharge, tonsillitis",ENT
"swollen eyelid, sudden vision loss, dry eyes",Ophthalmologist
"hallucinations, anxiety, hopelessness",Psychiatrist
"dry skin, pigmentation, psoriasis, skin rash",Dermatologist
"fainting, rapid heartbeat, chest pain",Cardiologist
"itching, skin allergy, psoriasis, hives",Dermatologist
"persistent hoarseness, non healing ulcer, night sweats, persistent fatigue",Oncologist
"trauma flashbacks, stress, hallucinations",Psychiatrist
"anxiety, hopelessness, overthinking",Psychiatrist
"confusion, memory loss, dizziness",Neurologist
"ear pain, swollen neck glands, runny nose, allergic rhinitis",ENT
"pcos symptoms, painful periods, itching, postpartum bleeding",Gynecologist
"dizziness, chills, fatigue",General Physician
"child stomach pain, dehydration",Pediatrician
"blood in stool, stomach cramps, vomiting",Gastroenterologist
"heavy bleeding, irregular periods, lower abdominal pain",Gynecologist
"hip pain, shoulder pain, arthritis, bone pain",Orthopedic
"hives, ringworm, eczema, dry skin",Dermatologist
"loss of appetite, swollen lymph nodes, blood in stool, non healing ulcer",Oncologist
"ear discharge, sinus pain",ENT
"indigestion, bloating, acidity, abdominal pain",Gastroenterologist
